Contract_ID,Client_ID,Equipment_ID,Origination_Date,Asset_Cost_INR,Down_Payment_INR,Financed_Amount_INR,Tenure_Months,Interest_Rate_Pct,Athena_Risk_Score,Athena_Recommendation,Loan_Status
EQF-2025-02792,CUST-02792,EQ-015,24-06-2025,3245000,649000,2596000,36,9.81,47.2,STRUCTURED_LEASE,Performing
EQF-2025-02793,CUST-02793,EQ-004,24-06-2025,9040000,1356000,7684000,36,8.45,61.4,STRUCTURED_LEASE,Performing
EQF-2025-02794,CUST-02794,EQ-012,24-06-2025,5158000,1031600,4126400,36,9.04,67.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02795,CUST-02795,EQ-012,24-06-2025,12458000,1868700,10589300,24,11.62,75.5,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02796,CUST-02796,EQ-004,24-06-2025,8353000,1670600,6682400,36,8.98,56,STRUCTURED_LEASE,Performing
EQF-2025-02797,CUST-02797,EQ-006,24-06-2025,6692000,1673000,5019000,60,7.01,31.4,AUTO_APPROVE,Performing
EQF-2025-02798,CUST-02798,EQ-004,24-06-2025,8743000,1748600,6994400,36,8.98,12.5,AUTO_APPROVE,Performing
EQF-2025-02799,CUST-02799,EQ-002,24-06-2025,3247000,649400,2597600,48,8.37,82.9,REJECT,60_Days_Past_Due
EQF-2025-02800,CUST-02800,EQ-005,24-06-2025,2980000,596000,2384000,48,10.18,53.4,STRUCTURED_LEASE,Performing
EQF-2025-02801,CUST-02801,EQ-013,25-06-2025,3239000,323900,2915100,36,10.42,43.3,STRUCTURED_LEASE,Performing
EQF-2025-02802,CUST-02802,EQ-002,25-06-2025,5782000,1445500,4336500,24,10.04,78.3,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02803,CUST-02803,EQ-007,25-06-2025,3860000,579000,3281000,36,8.89,62.8,STRUCTURED_LEASE,Performing
EQF-2025-02804,CUST-02804,EQ-007,25-06-2025,857000,85700,771300,48,9.59,61.8,STRUCTURED_LEASE,Performing
EQF-2025-02805,CUST-02805,EQ-004,25-06-2025,3008000,752000,2256000,36,9.03,62.1,STRUCTURED_LEASE,Performing
EQF-2025-02806,CUST-02806,EQ-015,25-06-2025,5963000,1192600,4770400,24,7.33,84.4,REJECT,Performing
EQF-2025-02807,CUST-02807,EQ-013,25-06-2025,1473000,294600,1178400,36,9.33,54.6,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-02808,CUST-02808,EQ-005,25-06-2025,1822000,273300,1548700,48,13.45,62.2,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-02809,CUST-02809,EQ-008,25-06-2025,5501000,825150,4675850,48,7.96,59,STRUCTURED_LEASE,Performing
EQF-2025-02810,CUST-02810,EQ-014,25-06-2025,4883000,1220750,3662250,36,7,48.1,STRUCTURED_LEASE,Performing
EQF-2025-02811,CUST-02811,EQ-005,25-06-2025,3731000,932750,2798250,36,11.64,58.3,STRUCTURED_LEASE,Performing
EQF-2025-02812,CUST-02812,EQ-010,25-06-2025,5984000,897600,5086400,36,10.17,73.5,REQUIRE_COLLATERAL,Performing
EQF-2025-02813,CUST-02813,EQ-003,25-06-2025,3609000,902250,2706750,24,9.95,39.6,AUTO_APPROVE,Performing
EQF-2025-02814,CUST-02814,EQ-006,25-06-2025,1669000,250350,1418650,36,8.96,79.7,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02815,CUST-02815,EQ-004,25-06-2025,10131000,2026200,8104800,48,9.84,74.5,REQUIRE_COLLATERAL,Performing
EQF-2025-02816,CUST-02816,EQ-003,25-06-2025,3174000,476100,2697900,48,9.58,50.5,STRUCTURED_LEASE,Performing
EQF-2025-02817,CUST-02817,EQ-010,26-06-2025,6468000,646800,5821200,48,11.47,73.9,REQUIRE_COLLATERAL,Performing
EQF-2025-02818,CUST-02818,EQ-005,26-06-2025,7525000,1128750,6396250,48,10.88,80.1,REJECT,Performing
EQF-2025-02819,CUST-02819,EQ-009,26-06-2025,8172000,1225800,6946200,36,10.4,53.4,STRUCTURED_LEASE,Performing
EQF-2025-02820,CUST-02820,EQ-011,26-06-2025,8658000,865800,7792200,36,8.48,46.7,STRUCTURED_LEASE,Performing
EQF-2025-02821,CUST-02821,EQ-002,26-06-2025,1697000,169700,1527300,36,9.84,99,REJECT,Performing
EQF-2025-02822,CUST-02822,EQ-005,26-06-2025,7210000,721000,6489000,48,8.58,54.5,STRUCTURED_LEASE,Performing
EQF-2025-02823,CUST-02823,EQ-004,26-06-2025,5928000,592800,5335200,24,11.34,68.3,REQUIRE_COLLATERAL,Performing
EQF-2025-02824,CUST-02824,EQ-009,26-06-2025,8049000,1207350,6841650,60,8.43,53.6,STRUCTURED_LEASE,Performing
EQF-2025-02825,CUST-02825,EQ-011,26-06-2025,14449000,3612250,10836750,48,9.3,67.2,REQUIRE_COLLATERAL,Default
EQF-2025-02826,CUST-02826,EQ-003,26-06-2025,1636000,163600,1472400,36,7.87,54.9,STRUCTURED_LEASE,Performing
EQF-2025-02827,CUST-02827,EQ-003,26-06-2025,4835000,967000,3868000,48,8.75,66.5,REQUIRE_COLLATERAL,Performing
EQF-2025-02828,CUST-02828,EQ-009,26-06-2025,4078000,611700,3466300,24,8.74,85.2,REJECT,Performing
EQF-2025-02829,CUST-02829,EQ-012,26-06-2025,11109000,2777250,8331750,36,9.27,95.1,REJECT,Default
EQF-2025-02830,CUST-02830,EQ-006,26-06-2025,1743000,348600,1394400,36,8.15,72.5,REQUIRE_COLLATERAL,Performing
EQF-2025-02831,CUST-02831,EQ-008,26-06-2025,10056000,1508400,8547600,36,11.32,75.1,REQUIRE_COLLATERAL,Performing
EQF-2025-02832,CUST-02832,EQ-003,26-06-2025,3638000,545700,3092300,48,9.22,55.5,STRUCTURED_LEASE,Performing
EQF-2025-02833,CUST-02833,EQ-006,27-06-2025,6005000,1201000,4804000,48,8.7,54.2,STRUCTURED_LEASE,Performing
EQF-2025-02834,CUST-02834,EQ-011,27-06-2025,13924000,1392400,12531600,36,10.65,71.6,REQUIRE_COLLATERAL,Performing
EQF-2025-02835,CUST-02835,EQ-012,27-06-2025,9592000,959200,8632800,36,12.74,87.7,REJECT,60_Days_Past_Due
EQF-2025-02836,CUST-02836,EQ-015,27-06-2025,2935000,587000,2348000,24,8.89,52.2,STRUCTURED_LEASE,Performing
EQF-2025-02837,CUST-02837,EQ-007,27-06-2025,5304000,1326000,3978000,48,9.13,84.8,REJECT,Performing
EQF-2025-02838,CUST-02838,EQ-006,27-06-2025,6697000,669700,6027300,36,8.39,48.3,STRUCTURED_LEASE,Performing
EQF-2025-02839,CUST-02839,EQ-003,27-06-2025,4806000,720900,4085100,36,10.49,68.7,REQUIRE_COLLATERAL,Performing
EQF-2025-02840,CUST-02840,EQ-011,27-06-2025,14341000,2151150,12189850,36,10.93,65.6,REQUIRE_COLLATERAL,Performing
EQF-2025-02841,CUST-02841,EQ-011,27-06-2025,8206000,2051500,6154500,36,9.43,76.3,REQUIRE_COLLATERAL,Performing
EQF-2025-02842,CUST-02842,EQ-003,27-06-2025,2899000,434850,2464150,48,8.84,70.1,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-02843,CUST-02843,EQ-007,27-06-2025,2131000,213100,1917900,48,10.3,96.6,REJECT,Default
EQF-2025-02844,CUST-02844,EQ-015,27-06-2025,4235000,1058750,3176250,48,10.61,53.2,STRUCTURED_LEASE,Performing
EQF-2025-02845,CUST-02845,EQ-004,27-06-2025,5599000,559900,5039100,48,11.83,93.2,REJECT,Performing
EQF-2025-02846,CUST-02846,EQ-001,27-06-2025,12647000,3161750,9485250,48,8.63,78.3,REQUIRE_COLLATERAL,Performing
EQF-2025-02847,CUST-02847,EQ-014,27-06-2025,1662000,332400,1329600,24,10.78,83.2,REJECT,Default
EQF-2025-02848,CUST-02848,EQ-012,27-06-2025,5280000,792000,4488000,24,9.66,40.7,STRUCTURED_LEASE,Performing
EQF-2025-02849,CUST-02849,EQ-004,28-06-2025,4238000,1059500,3178500,36,7,72.3,REQUIRE_COLLATERAL,Performing
EQF-2025-02850,CUST-02850,EQ-012,28-06-2025,4927000,985400,3941600,48,11.78,59.7,STRUCTURED_LEASE,Performing
EQF-2025-02851,CUST-02851,EQ-013,28-06-2025,3556000,355600,3200400,60,9.95,62.9,STRUCTURED_LEASE,Performing
EQF-2025-02852,CUST-02852,EQ-006,28-06-2025,2531000,506200,2024800,24,10.41,73.9,REQUIRE_COLLATERAL,Performing
EQF-2025-02853,CUST-02853,EQ-006,28-06-2025,2620000,262000,2358000,36,10.92,66.8,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-02854,CUST-02854,EQ-007,28-06-2025,874000,218500,655500,36,10.39,89.1,REJECT,Default
EQF-2025-02855,CUST-02855,EQ-006,28-06-2025,6975000,1743750,5231250,48,8.05,49.4,STRUCTURED_LEASE,Performing
EQF-2025-02856,CUST-02856,EQ-004,28-06-2025,9405000,1410750,7994250,48,10.51,79,REQUIRE_COLLATERAL,Performing
EQF-2025-02857,CUST-02857,EQ-005,28-06-2025,2634000,395100,2238900,36,10.24,80.1,REJECT,Performing
EQF-2025-02858,CUST-02858,EQ-005,28-06-2025,6677000,1669250,5007750,48,7,61.3,STRUCTURED_LEASE,Performing
EQF-2025-02859,CUST-02859,EQ-009,28-06-2025,4535000,453500,4081500,48,12,78.6,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02860,CUST-02860,EQ-009,28-06-2025,3177000,317700,2859300,36,8.93,62.8,STRUCTURED_LEASE,Performing
EQF-2025-02861,CUST-02861,EQ-002,28-06-2025,4031000,1007750,3023250,36,10.99,35.6,AUTO_APPROVE,Performing
EQF-2025-02862,CUST-02862,EQ-001,28-06-2025,5963000,596300,5366700,48,9,40.6,STRUCTURED_LEASE,Performing
EQF-2025-02863,CUST-02863,EQ-015,28-06-2025,4736000,1184000,3552000,24,8.7,70.7,REQUIRE_COLLATERAL,Performing
EQF-2025-02864,CUST-02864,EQ-004,28-06-2025,2905000,435750,2469250,36,9.38,30,AUTO_APPROVE,30_Days_Past_Due
EQF-2025-02865,CUST-02865,EQ-011,29-06-2025,14550000,1455000,13095000,36,12.68,77.8,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-02866,CUST-02866,EQ-010,29-06-2025,3111000,466650,2644350,48,12.52,99,REJECT,Default
EQF-2025-02867,CUST-02867,EQ-008,29-06-2025,7425000,1485000,5940000,48,8.7,74,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-02868,CUST-02868,EQ-013,29-06-2025,4628000,694200,3933800,48,11.37,86.5,REJECT,Performing
EQF-2025-02869,CUST-02869,EQ-001,29-06-2025,4131000,826200,3304800,24,9.54,62.3,STRUCTURED_LEASE,Performing
EQF-2025-02870,CUST-02870,EQ-011,29-06-2025,9484000,1422600,8061400,24,12.53,38.6,AUTO_APPROVE,Performing
EQF-2025-02871,CUST-02871,EQ-007,29-06-2025,2620000,393000,2227000,48,11.23,92,REJECT,Performing
EQF-2025-02872,CUST-02872,EQ-002,29-06-2025,3818000,381800,3436200,36,9.92,82.4,REJECT,Performing
EQF-2025-02873,CUST-02873,EQ-007,29-06-2025,1972000,295800,1676200,48,9.62,60.2,STRUCTURED_LEASE,Performing
EQF-2025-02874,CUST-02874,EQ-012,29-06-2025,4714000,1178500,3535500,36,10.41,76.1,REQUIRE_COLLATERAL,Performing
EQF-2025-02875,CUST-02875,EQ-003,29-06-2025,3579000,357900,3221100,48,10.23,77.7,REQUIRE_COLLATERAL,Performing
EQF-2025-02876,CUST-02876,EQ-004,29-06-2025,6043000,604300,5438700,60,7.85,66.2,REQUIRE_COLLATERAL,Performing
EQF-2025-02877,CUST-02877,EQ-004,29-06-2025,7791000,779100,7011900,60,9.81,99,REJECT,Performing
EQF-2025-02878,CUST-02878,EQ-006,29-06-2025,2974000,446100,2527900,36,8.52,58.1,STRUCTURED_LEASE,Performing
EQF-2025-02879,CUST-02879,EQ-004,29-06-2025,5379000,537900,4841100,48,8.71,80.4,REJECT,Default
EQF-2025-02880,CUST-02880,EQ-005,29-06-2025,5432000,1086400,4345600,36,11.17,53.6,STRUCTURED_LEASE,Performing
EQF-2025-02881,CUST-02881,EQ-012,30-06-2025,10524000,2104800,8419200,48,9.81,76.2,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02882,CUST-02882,EQ-015,30-06-2025,2736000,410400,2325600,24,8.82,67.4,REQUIRE_COLLATERAL,Performing
EQF-2025-02883,CUST-02883,EQ-009,30-06-2025,3460000,346000,3114000,48,7.68,81.1,REJECT,Default
EQF-2025-02884,CUST-02884,EQ-009,30-06-2025,3416000,854000,2562000,36,8.34,64.2,STRUCTURED_LEASE,Performing
EQF-2025-02885,CUST-02885,EQ-009,30-06-2025,2723000,680750,2042250,60,9.41,92.2,REJECT,Performing
EQF-2025-02886,CUST-02886,EQ-007,30-06-2025,2492000,498400,1993600,48,12.03,61.3,STRUCTURED_LEASE,Performing
EQF-2025-02887,CUST-02887,EQ-008,30-06-2025,4195000,629250,3565750,36,7.93,71.4,REQUIRE_COLLATERAL,Performing
EQF-2025-02888,CUST-02888,EQ-011,30-06-2025,10972000,1645800,9326200,60,9.94,59.6,STRUCTURED_LEASE,Performing
EQF-2025-02889,CUST-02889,EQ-003,30-06-2025,3362000,504300,2857700,36,10.11,67.5,REQUIRE_COLLATERAL,Performing
EQF-2025-02890,CUST-02890,EQ-003,30-06-2025,2654000,398100,2255900,60,11.33,55.5,STRUCTURED_LEASE,Performing
EQF-2025-02891,CUST-02891,EQ-001,30-06-2025,7584000,1137600,6446400,48,9.69,73.6,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02892,CUST-02892,EQ-003,30-06-2025,2103000,210300,1892700,60,10.11,75.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02893,CUST-02893,EQ-003,30-06-2025,3235000,323500,2911500,24,11.27,53.6,STRUCTURED_LEASE,Performing
EQF-2025-02894,CUST-02894,EQ-013,30-06-2025,4692000,469200,4222800,36,8.33,79.1,REQUIRE_COLLATERAL,Performing
EQF-2025-02895,CUST-02895,EQ-006,30-06-2025,6300000,1575000,4725000,48,10.69,77.9,REQUIRE_COLLATERAL,Performing
EQF-2025-02896,CUST-02896,EQ-007,30-06-2025,4671000,467100,4203900,60,7.41,71.7,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02897,CUST-02897,EQ-004,01-07-2025,9592000,1438800,8153200,24,9.6,42.6,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-02898,CUST-02898,EQ-001,01-07-2025,7868000,1180200,6687800,24,9.14,44.1,STRUCTURED_LEASE,Performing
EQF-2025-02899,CUST-02899,EQ-011,01-07-2025,4692000,1173000,3519000,36,8.42,43.4,STRUCTURED_LEASE,Performing
EQF-2025-02900,CUST-02900,EQ-009,01-07-2025,5858000,1464500,4393500,60,10.96,79.6,REQUIRE_COLLATERAL,Performing
EQF-2025-02901,CUST-02901,EQ-009,01-07-2025,2821000,564200,2256800,48,11.04,80.8,REJECT,Default
EQF-2025-02902,CUST-02902,EQ-014,01-07-2025,3362000,840500,2521500,36,11.1,60.8,STRUCTURED_LEASE,Performing
EQF-2025-02903,CUST-02903,EQ-006,01-07-2025,6677000,1335400,5341600,24,10.07,72.2,REQUIRE_COLLATERAL,Performing
EQF-2025-02904,CUST-02904,EQ-001,01-07-2025,12620000,1262000,11358000,48,7.65,77.7,REQUIRE_COLLATERAL,Performing
EQF-2025-02905,CUST-02905,EQ-008,01-07-2025,5066000,759900,4306100,36,9.01,56.2,STRUCTURED_LEASE,Performing
EQF-2025-02906,CUST-02906,EQ-006,01-07-2025,5087000,1017400,4069600,48,11.01,76,REQUIRE_COLLATERAL,Performing
EQF-2025-02907,CUST-02907,EQ-002,01-07-2025,4029000,805800,3223200,36,10.99,70.9,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02908,CUST-02908,EQ-009,01-07-2025,7236000,1447200,5788800,48,11.3,76.6,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02909,CUST-02909,EQ-001,01-07-2025,12375000,3093750,9281250,60,9.97,39.6,AUTO_APPROVE,Performing
EQF-2025-02910,CUST-02910,EQ-001,01-07-2025,14868000,3717000,11151000,48,9.23,46.7,STRUCTURED_LEASE,Performing
EQF-2025-02911,CUST-02911,EQ-009,01-07-2025,1557000,389250,1167750,36,7,43.3,STRUCTURED_LEASE,Performing
EQF-2025-02912,CUST-02912,EQ-005,01-07-2025,4562000,912400,3649600,48,10.79,59.5,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-02913,CUST-02913,EQ-013,02-07-2025,2173000,217300,1955700,36,9.35,66.8,REQUIRE_COLLATERAL,Performing
EQF-2025-02914,CUST-02914,EQ-002,02-07-2025,1423000,213450,1209550,60,7.62,81.1,REJECT,Performing
EQF-2025-02915,CUST-02915,EQ-006,02-07-2025,7881000,1970250,5910750,24,10.64,88.9,REJECT,Performing
EQF-2025-02916,CUST-02916,EQ-003,02-07-2025,4992000,499200,4492800,48,11.63,62.5,STRUCTURED_LEASE,Performing
EQF-2025-02917,CUST-02917,EQ-014,02-07-2025,1886000,471500,1414500,24,10.8,56.7,STRUCTURED_LEASE,Performing
EQF-2025-02918,CUST-02918,EQ-014,02-07-2025,1346000,336500,1009500,24,10.51,70.9,REQUIRE_COLLATERAL,Performing
EQF-2025-02919,CUST-02919,EQ-011,02-07-2025,7026000,1405200,5620800,36,10.9,77,REQUIRE_COLLATERAL,Performing
EQF-2025-02920,CUST-02920,EQ-011,02-07-2025,13183000,2636600,10546400,60,7,68,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-02921,CUST-02921,EQ-011,02-07-2025,7233000,1808250,5424750,60,12.08,92.5,REJECT,60_Days_Past_Due
EQF-2025-02922,CUST-02922,EQ-013,02-07-2025,1416000,212400,1203600,36,8.31,67,REQUIRE_COLLATERAL,Performing
EQF-2025-02923,CUST-02923,EQ-013,02-07-2025,1399000,349750,1049250,24,8.44,47,STRUCTURED_LEASE,Performing
EQF-2025-02924,CUST-02924,EQ-009,02-07-2025,4492000,673800,3818200,36,8.79,48,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-02925,CUST-02925,EQ-011,02-07-2025,14250000,1425000,12825000,36,8.96,62.7,STRUCTURED_LEASE,Performing
EQF-2025-02926,CUST-02926,EQ-002,02-07-2025,2287000,571750,1715250,48,11.75,47.4,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-02927,CUST-02927,EQ-013,02-07-2025,2823000,423450,2399550,36,10.32,32.9,AUTO_APPROVE,Performing
EQF-2025-02928,CUST-02928,EQ-002,02-07-2025,1330000,133000,1197000,48,8.48,55.8,STRUCTURED_LEASE,Performing
EQF-2025-02929,CUST-02929,EQ-003,03-07-2025,3076000,307600,2768400,48,8.71,59.1,STRUCTURED_LEASE,Performing
EQF-2025-02930,CUST-02930,EQ-011,03-07-2025,11662000,2332400,9329600,48,13.24,99,REJECT,60_Days_Past_Due
EQF-2025-02931,CUST-02931,EQ-010,03-07-2025,4805000,480500,4324500,48,10.03,53.5,STRUCTURED_LEASE,Performing
EQF-2025-02932,CUST-02932,EQ-014,03-07-2025,2328000,465600,1862400,36,8.85,54.1,STRUCTURED_LEASE,Performing
EQF-2025-02933,CUST-02933,EQ-009,03-07-2025,7394000,739400,6654600,36,7.07,58.5,STRUCTURED_LEASE,Performing
EQF-2025-02934,CUST-02934,EQ-010,03-07-2025,2588000,258800,2329200,48,7,65.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02935,CUST-02935,EQ-013,03-07-2025,3619000,542850,3076150,36,7.82,63.9,STRUCTURED_LEASE,Performing
EQF-2025-02936,CUST-02936,EQ-009,03-07-2025,4257000,638550,3618450,24,9.64,62.3,REQUIRE_COLLATERAL,Performing
EQF-2025-02937,CUST-02937,EQ-013,03-07-2025,2334000,466800,1867200,60,11.16,61.6,STRUCTURED_LEASE,Performing
EQF-2025-02938,CUST-02938,EQ-004,03-07-2025,8090000,2022500,6067500,48,10.42,99,REJECT,Default
EQF-2025-02939,CUST-02939,EQ-007,03-07-2025,5140000,771000,4369000,36,11.26,66.3,REQUIRE_COLLATERAL,Performing
EQF-2025-02940,CUST-02940,EQ-009,03-07-2025,5409000,540900,4868100,48,10.35,94.8,REJECT,Performing
EQF-2025-02941,CUST-02941,EQ-011,03-07-2025,4342000,868400,3473600,36,7.66,34.2,AUTO_APPROVE,Performing
EQF-2025-02942,CUST-02942,EQ-010,03-07-2025,6422000,1284400,5137600,60,10.14,72.1,REQUIRE_COLLATERAL,Performing
EQF-2025-02943,CUST-02943,EQ-012,03-07-2025,9090000,1818000,7272000,24,10.2,51.7,STRUCTURED_LEASE,Performing
EQF-2025-02944,CUST-02944,EQ-014,03-07-2025,3266000,326600,2939400,48,9.32,62.7,STRUCTURED_LEASE,Performing
EQF-2025-02945,CUST-02945,EQ-003,04-07-2025,3750000,562500,3187500,48,9.04,48.3,STRUCTURED_LEASE,Performing
EQF-2025-02946,CUST-02946,EQ-006,04-07-2025,1635000,408750,1226250,36,9.28,41.4,STRUCTURED_LEASE,Performing
EQF-2025-02947,CUST-02947,EQ-010,04-07-2025,6767000,1353400,5413600,48,7.18,45.5,STRUCTURED_LEASE,Performing
EQF-2025-02948,CUST-02948,EQ-004,04-07-2025,7501000,750100,6750900,60,7.5,62.6,STRUCTURED_LEASE,Performing
EQF-2025-02949,CUST-02949,EQ-012,04-07-2025,7777000,1166550,6610450,48,13.31,74.8,REQUIRE_COLLATERAL,Performing
EQF-2025-02950,CUST-02950,EQ-007,04-07-2025,4275000,641250,3633750,36,7.62,49.6,STRUCTURED_LEASE,Performing
EQF-2025-02951,CUST-02951,EQ-013,04-07-2025,2067000,516750,1550250,48,7,44,STRUCTURED_LEASE,Performing
EQF-2025-02952,CUST-02952,EQ-003,04-07-2025,2406000,481200,1924800,60,8.42,72.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02953,CUST-02953,EQ-003,04-07-2025,4858000,485800,4372200,36,10.19,56.4,STRUCTURED_LEASE,Performing
EQF-2025-02954,CUST-02954,EQ-004,04-07-2025,5459000,818850,4640150,48,10.34,88.6,REJECT,Default
EQF-2025-02955,CUST-02955,EQ-007,04-07-2025,2602000,260200,2341800,36,7.96,47.3,STRUCTURED_LEASE,Performing
EQF-2025-02956,CUST-02956,EQ-003,04-07-2025,3464000,519600,2944400,24,9.64,46.5,STRUCTURED_LEASE,Performing
EQF-2025-02957,CUST-02957,EQ-003,04-07-2025,4890000,978000,3912000,24,8.68,69.9,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02958,CUST-02958,EQ-007,04-07-2025,5912000,1182400,4729600,60,9.79,66.1,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-02959,CUST-02959,EQ-012,04-07-2025,10376000,2594000,7782000,48,9.06,71,REQUIRE_COLLATERAL,Performing
EQF-2025-02960,CUST-02960,EQ-003,04-07-2025,1204000,180600,1023400,24,8.46,59.6,STRUCTURED_LEASE,Performing
EQF-2025-02961,CUST-02961,EQ-006,05-07-2025,7805000,780500,7024500,60,8.53,77.9,REQUIRE_COLLATERAL,Performing
EQF-2025-02962,CUST-02962,EQ-011,05-07-2025,10273000,1540950,8732050,48,7,44.9,STRUCTURED_LEASE,Performing
EQF-2025-02963,CUST-02963,EQ-001,05-07-2025,8026000,802600,7223400,48,9.17,76.5,REQUIRE_COLLATERAL,Performing
EQF-2025-02964,CUST-02964,EQ-015,05-07-2025,5112000,1278000,3834000,24,9.39,27.8,AUTO_APPROVE,Performing
EQF-2025-02965,CUST-02965,EQ-002,05-07-2025,2879000,431850,2447150,60,7.39,61.4,STRUCTURED_LEASE,Performing
EQF-2025-02966,CUST-02966,EQ-014,05-07-2025,1329000,265800,1063200,48,8.99,69.5,REQUIRE_COLLATERAL,Performing
EQF-2025-02967,CUST-02967,EQ-003,05-07-2025,4320000,432000,3888000,48,9.12,58.3,STRUCTURED_LEASE,Performing
EQF-2025-02968,CUST-02968,EQ-004,05-07-2025,7140000,1428000,5712000,24,7,49,STRUCTURED_LEASE,Performing
EQF-2025-02969,CUST-02969,EQ-007,05-07-2025,2558000,639500,1918500,36,8.34,34,AUTO_APPROVE,Performing
EQF-2025-02970,CUST-02970,EQ-004,05-07-2025,4633000,1158250,3474750,36,8.3,61.4,STRUCTURED_LEASE,Performing
EQF-2025-02971,CUST-02971,EQ-001,05-07-2025,10532000,1053200,9478800,60,9.77,91.9,REJECT,Default
EQF-2025-02972,CUST-02972,EQ-005,05-07-2025,2956000,443400,2512600,36,11.37,76.3,REQUIRE_COLLATERAL,Performing
EQF-2025-02973,CUST-02973,EQ-013,05-07-2025,2431000,486200,1944800,48,9.57,56.6,STRUCTURED_LEASE,Performing
EQF-2025-02974,CUST-02974,EQ-003,05-07-2025,3619000,723800,2895200,24,11.24,63.5,STRUCTURED_LEASE,Performing
EQF-2025-02975,CUST-02975,EQ-012,05-07-2025,13697000,1369700,12327300,36,9.17,74.4,REQUIRE_COLLATERAL,Performing
EQF-2025-02976,CUST-02976,EQ-005,05-07-2025,5230000,523000,4707000,36,10.06,71,REQUIRE_COLLATERAL,Performing
EQF-2025-02977,CUST-02977,EQ-013,06-07-2025,4085000,408500,3676500,48,9.6,82.9,REJECT,Performing
EQF-2025-02978,CUST-02978,EQ-009,06-07-2025,6841000,1710250,5130750,48,13.12,76.8,REQUIRE_COLLATERAL,Performing
EQF-2025-02979,CUST-02979,EQ-014,06-07-2025,3725000,931250,2793750,60,9.27,80.9,REJECT,Performing
EQF-2025-02980,CUST-02980,EQ-007,06-07-2025,2078000,415600,1662400,60,10.67,52.3,STRUCTURED_LEASE,Performing
EQF-2025-02981,CUST-02981,EQ-012,06-07-2025,13535000,2030250,11504750,24,9.8,73.8,REQUIRE_COLLATERAL,Performing
EQF-2025-02982,CUST-02982,EQ-005,06-07-2025,4554000,455400,4098600,48,11.19,86.5,REJECT,Default
EQF-2025-02983,CUST-02983,EQ-003,06-07-2025,1368000,342000,1026000,36,10.45,61.5,STRUCTURED_LEASE,Performing
EQF-2025-02984,CUST-02984,EQ-003,06-07-2025,2130000,319500,1810500,60,10.01,99,REJECT,Default
EQF-2025-02985,CUST-02985,EQ-004,06-07-2025,9007000,900700,8106300,24,7.79,93.4,REJECT,60_Days_Past_Due
EQF-2025-02986,CUST-02986,EQ-015,06-07-2025,1159000,173850,985150,48,7.92,54.3,STRUCTURED_LEASE,Performing
EQF-2025-02987,CUST-02987,EQ-009,06-07-2025,2532000,253200,2278800,36,8.58,62.6,STRUCTURED_LEASE,Performing
EQF-2025-02988,CUST-02988,EQ-004,06-07-2025,8401000,1260150,7140850,36,9.06,99,REJECT,Performing
EQF-2025-02989,CUST-02989,EQ-014,06-07-2025,4592000,918400,3673600,24,9.67,64.3,STRUCTURED_LEASE,Performing
EQF-2025-02990,CUST-02990,EQ-015,06-07-2025,4095000,409500,3685500,24,8.58,58.2,STRUCTURED_LEASE,Performing
EQF-2025-02991,CUST-02991,EQ-005,06-07-2025,3056000,305600,2750400,36,7,79.9,REQUIRE_COLLATERAL,Performing
EQF-2025-02992,CUST-02992,EQ-014,06-07-2025,1403000,280600,1122400,48,11.04,60.7,STRUCTURED_LEASE,Performing
EQF-2025-02993,CUST-02993,EQ-008,07-07-2025,7729000,772900,6956100,48,10.17,41.8,STRUCTURED_LEASE,Performing
EQF-2025-02994,CUST-02994,EQ-012,07-07-2025,4521000,452100,4068900,36,9.59,38.3,AUTO_APPROVE,Performing
