Contract_ID,Origination_Date,Client_Industry,Equipment_Category,Asset_Cost_INR,Down_Payment_INR,Financed_Amount_INR,Tenure_Months,Interest_Rate_Pct,Client_Credit_Score,Athena_Risk_Score,Athena_Recommendation,Loan_Status
EQF-2025-02851,28-06-2025,Logistics & Fleet,Electric Delivery Van,3556000,355600,3200400,60,9.95,747,62.9,STRUCTURED_LEASE,Performing
EQF-2025-02852,28-06-2025,Manufacturing,CNC Milling Unit,2531000,506200,2024800,24,10.41,648,73.9,REQUIRE_COLLATERAL,Performing
EQF-2025-02853,28-06-2025,Manufacturing,CNC Milling Unit,2620000,262000,2358000,36,10.92,703,66.8,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-02854,28-06-2025,IT & Enterprise Tech,Enterprise Server Rack,874000,218500,655500,36,10.39,599,89.1,REJECT,Default
EQF-2025-02855,28-06-2025,Manufacturing,CNC Milling Unit,6975000,1743750,5231250,48,8.05,735,49.4,STRUCTURED_LEASE,Performing
EQF-2025-02856,28-06-2025,Construction,Tower Crane,9405000,1410750,7994250,48,10.51,667,79,REQUIRE_COLLATERAL,Performing
EQF-2025-02857,28-06-2025,Manufacturing,Injection Molding Press,2634000,395100,2238900,36,10.24,641,80.1,REJECT,Performing
EQF-2025-02858,28-06-2025,Manufacturing,Injection Molding Press,6677000,1669250,5007750,48,7,692,61.3,STRUCTURED_LEASE,Performing
EQF-2025-02859,28-06-2025,Manufacturing,Industrial Robotic Arm,4535000,453500,4081500,48,12,679,78.6,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02860,28-06-2025,Manufacturing,Industrial Robotic Arm,3177000,317700,2859300,36,8.93,728,62.8,STRUCTURED_LEASE,Performing
EQF-2025-02861,28-06-2025,IT & Enterprise Tech,Automated Storage Array,4031000,1007750,3023250,36,10.99,833,35.6,AUTO_APPROVE,Performing
EQF-2025-02862,28-06-2025,Healthcare,Surgical Robot,5963000,596300,5366700,48,9,795,40.6,STRUCTURED_LEASE,Performing
EQF-2025-02863,28-06-2025,IT & Enterprise Tech,Edge AI Compute Cluster,4736000,1184000,3552000,24,8.7,632,70.7,REQUIRE_COLLATERAL,Performing
EQF-2025-02864,28-06-2025,Construction,Tower Crane,2905000,435750,2469250,36,9.38,809,30,AUTO_APPROVE,30_Days_Past_Due
EQF-2025-02865,29-06-2025,Healthcare,MRI Scanner,14550000,1455000,13095000,36,12.68,713,77.8,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-02866,29-06-2025,Construction,Hydraulic Excavator,3111000,466650,2644350,48,12.52,550,99,REJECT,Default
EQF-2025-02867,29-06-2025,Construction,Bulldozer,7425000,1485000,5940000,48,8.7,695,74,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-02868,29-06-2025,Logistics & Fleet,Electric Delivery Van,4628000,694200,3933800,48,11.37,608,86.5,REJECT,Performing
EQF-2025-02869,29-06-2025,Healthcare,Surgical Robot,4131000,826200,3304800,24,9.54,681,62.3,STRUCTURED_LEASE,Performing
EQF-2025-02870,29-06-2025,Healthcare,MRI Scanner,9484000,1422600,8061400,24,12.53,834,38.6,AUTO_APPROVE,Performing
EQF-2025-02871,29-06-2025,IT & Enterprise Tech,Enterprise Server Rack,2620000,393000,2227000,48,11.23,624,92,REJECT,Performing
EQF-2025-02872,29-06-2025,IT & Enterprise Tech,Automated Storage Array,3818000,381800,3436200,36,9.92,622,82.4,REJECT,Performing
EQF-2025-02873,29-06-2025,IT & Enterprise Tech,Enterprise Server Rack,1972000,295800,1676200,48,9.62,703,60.2,STRUCTURED_LEASE,Performing
EQF-2025-02874,29-06-2025,Healthcare,Digital X-Ray System,4714000,1178500,3535500,36,10.41,656,76.1,REQUIRE_COLLATERAL,Performing
EQF-2025-02875,29-06-2025,Logistics & Fleet,Forklift Fleet,3579000,357900,3221100,48,10.23,693,77.7,REQUIRE_COLLATERAL,Performing
EQF-2025-02876,29-06-2025,Construction,Tower Crane,6043000,604300,5438700,60,7.85,717,66.2,REQUIRE_COLLATERAL,Performing
EQF-2025-02877,29-06-2025,Construction,Tower Crane,7791000,779100,7011900,60,9.81,613,99,REJECT,Performing
EQF-2025-02878,29-06-2025,Manufacturing,CNC Milling Unit,2974000,446100,2527900,36,8.52,724,58.1,STRUCTURED_LEASE,Performing
EQF-2025-02879,29-06-2025,Construction,Tower Crane,5379000,537900,4841100,48,8.71,660,80.4,REJECT,Default
EQF-2025-02880,29-06-2025,Manufacturing,Injection Molding Press,5432000,1086400,4345600,36,11.17,779,53.6,STRUCTURED_LEASE,Performing
EQF-2025-02881,30-06-2025,Healthcare,Digital X-Ray System,10524000,2104800,8419200,48,9.81,653,76.2,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02882,30-06-2025,IT & Enterprise Tech,Edge AI Compute Cluster,2736000,410400,2325600,24,8.82,663,67.4,REQUIRE_COLLATERAL,Performing
EQF-2025-02883,30-06-2025,Manufacturing,Industrial Robotic Arm,3460000,346000,3114000,48,7.68,649,81.1,REJECT,Default
EQF-2025-02884,30-06-2025,Manufacturing,Industrial Robotic Arm,3416000,854000,2562000,36,8.34,683,64.2,STRUCTURED_LEASE,Performing
EQF-2025-02885,30-06-2025,Manufacturing,Industrial Robotic Arm,2723000,680750,2042250,60,9.41,616,92.2,REJECT,Performing
EQF-2025-02886,30-06-2025,IT & Enterprise Tech,Enterprise Server Rack,2492000,498400,1993600,48,12.03,743,61.3,STRUCTURED_LEASE,Performing
EQF-2025-02887,30-06-2025,Construction,Bulldozer,4195000,629250,3565750,36,7.93,675,71.4,REQUIRE_COLLATERAL,Performing
EQF-2025-02888,30-06-2025,Healthcare,MRI Scanner,10972000,1645800,9326200,60,9.94,762,59.6,STRUCTURED_LEASE,Performing
EQF-2025-02889,30-06-2025,Logistics & Fleet,Forklift Fleet,3362000,504300,2857700,36,10.11,713,67.5,REQUIRE_COLLATERAL,Performing
EQF-2025-02890,30-06-2025,Logistics & Fleet,Forklift Fleet,2654000,398100,2255900,60,11.33,821,55.5,STRUCTURED_LEASE,Performing
EQF-2025-02891,30-06-2025,Healthcare,Surgical Robot,7584000,1137600,6446400,48,9.69,693,73.6,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02892,30-06-2025,Logistics & Fleet,Forklift Fleet,2103000,210300,1892700,60,10.11,686,75.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02893,30-06-2025,Logistics & Fleet,Forklift Fleet,3235000,323500,2911500,24,11.27,748,53.6,STRUCTURED_LEASE,Performing
EQF-2025-02894,30-06-2025,Logistics & Fleet,Electric Delivery Van,4692000,469200,4222800,36,8.33,575,79.1,REQUIRE_COLLATERAL,Performing
EQF-2025-02895,30-06-2025,Manufacturing,CNC Milling Unit,6300000,1575000,4725000,48,10.69,678,77.9,REQUIRE_COLLATERAL,Performing
EQF-2025-02896,30-06-2025,IT & Enterprise Tech,Enterprise Server Rack,4671000,467100,4203900,60,7.41,704,71.7,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02897,01-07-2025,Construction,Tower Crane,9592000,1438800,8153200,24,9.6,757,42.6,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-02898,01-07-2025,Healthcare,Surgical Robot,7868000,1180200,6687800,24,9.14,770,44.1,STRUCTURED_LEASE,Performing
EQF-2025-02899,01-07-2025,Healthcare,MRI Scanner,4692000,1173000,3519000,36,8.42,782,43.4,STRUCTURED_LEASE,Performing
EQF-2025-02900,01-07-2025,Manufacturing,Industrial Robotic Arm,5858000,1464500,4393500,60,10.96,690,79.6,REQUIRE_COLLATERAL,Performing
EQF-2025-02901,01-07-2025,Manufacturing,Industrial Robotic Arm,2821000,564200,2256800,48,11.04,662,80.8,REJECT,Default
EQF-2025-02902,01-07-2025,Logistics & Fleet,Heavy Duty Hauler,3362000,840500,2521500,36,11.1,713,60.8,STRUCTURED_LEASE,Performing
EQF-2025-02903,01-07-2025,Manufacturing,CNC Milling Unit,6677000,1335400,5341600,24,10.07,692,72.2,REQUIRE_COLLATERAL,Performing
EQF-2025-02904,01-07-2025,Healthcare,Surgical Robot,12620000,1262000,11358000,48,7.65,601,77.7,REQUIRE_COLLATERAL,Performing
EQF-2025-02905,01-07-2025,Construction,Bulldozer,5066000,759900,4306100,36,9.01,720,56.2,STRUCTURED_LEASE,Performing
EQF-2025-02906,01-07-2025,Manufacturing,CNC Milling Unit,5087000,1017400,4069600,48,11.01,650,76,REQUIRE_COLLATERAL,Performing
EQF-2025-02907,01-07-2025,IT & Enterprise Tech,Automated Storage Array,4029000,805800,3223200,36,10.99,695,70.9,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02908,01-07-2025,Manufacturing,Industrial Robotic Arm,7236000,1447200,5788800,48,11.3,691,76.6,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02909,01-07-2025,Healthcare,Surgical Robot,12375000,3093750,9281250,60,9.97,849,39.6,AUTO_APPROVE,Performing
EQF-2025-02910,01-07-2025,Healthcare,Surgical Robot,14868000,3717000,11151000,48,9.23,768,46.7,STRUCTURED_LEASE,Performing
EQF-2025-02911,01-07-2025,Manufacturing,Industrial Robotic Arm,1557000,389250,1167750,36,7,751,43.3,STRUCTURED_LEASE,Performing
EQF-2025-02912,01-07-2025,Manufacturing,Injection Molding Press,4562000,912400,3649600,48,10.79,773,59.5,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-02913,02-07-2025,Logistics & Fleet,Electric Delivery Van,2173000,217300,1955700,36,9.35,687,66.8,REQUIRE_COLLATERAL,Performing
EQF-2025-02914,02-07-2025,IT & Enterprise Tech,Automated Storage Array,1423000,213450,1209550,60,7.62,629,81.1,REJECT,Performing
EQF-2025-02915,02-07-2025,Manufacturing,CNC Milling Unit,7881000,1970250,5910750,24,10.64,569,88.9,REJECT,Performing
EQF-2025-02916,02-07-2025,Logistics & Fleet,Forklift Fleet,4992000,499200,4492800,48,11.63,745,62.5,STRUCTURED_LEASE,Performing
EQF-2025-02917,02-07-2025,Logistics & Fleet,Heavy Duty Hauler,1886000,471500,1414500,24,10.8,746,56.7,STRUCTURED_LEASE,Performing
EQF-2025-02918,02-07-2025,Logistics & Fleet,Heavy Duty Hauler,1346000,336500,1009500,24,10.51,660,70.9,REQUIRE_COLLATERAL,Performing
EQF-2025-02919,02-07-2025,Healthcare,MRI Scanner,7026000,1405200,5620800,36,10.9,668,77,REQUIRE_COLLATERAL,Performing
EQF-2025-02920,02-07-2025,Healthcare,MRI Scanner,13183000,2636600,10546400,60,7,657,68,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-02921,02-07-2025,Healthcare,MRI Scanner,7233000,1808250,5424750,60,12.08,658,92.5,REJECT,60_Days_Past_Due
EQF-2025-02922,02-07-2025,Logistics & Fleet,Electric Delivery Van,1416000,212400,1203600,36,8.31,677,67,REQUIRE_COLLATERAL,Performing
EQF-2025-02923,02-07-2025,Logistics & Fleet,Electric Delivery Van,1399000,349750,1049250,24,8.44,731,47,STRUCTURED_LEASE,Performing
EQF-2025-02924,02-07-2025,Manufacturing,Industrial Robotic Arm,4492000,673800,3818200,36,8.79,779,48,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-02925,02-07-2025,Healthcare,MRI Scanner,14250000,1425000,12825000,36,8.96,708,62.7,STRUCTURED_LEASE,Performing
EQF-2025-02926,02-07-2025,IT & Enterprise Tech,Automated Storage Array,2287000,571750,1715250,48,11.75,792,47.4,STRUCTURED_LEASE,60_Days_Past_Due
EQF-2025-02927,02-07-2025,Logistics & Fleet,Electric Delivery Van,2823000,423450,2399550,36,10.32,850,32.9,AUTO_APPROVE,Performing
EQF-2025-02928,02-07-2025,IT & Enterprise Tech,Automated Storage Array,1330000,133000,1197000,48,8.48,735,55.8,STRUCTURED_LEASE,Performing
EQF-2025-02929,03-07-2025,Logistics & Fleet,Forklift Fleet,3076000,307600,2768400,48,8.71,705,59.1,STRUCTURED_LEASE,Performing
EQF-2025-02930,03-07-2025,Healthcare,MRI Scanner,11662000,2332400,9329600,48,13.24,558,99,REJECT,60_Days_Past_Due
EQF-2025-02931,03-07-2025,Construction,Hydraulic Excavator,4805000,480500,4324500,48,10.03,749,53.5,STRUCTURED_LEASE,Performing
EQF-2025-02932,03-07-2025,Logistics & Fleet,Heavy Duty Hauler,2328000,465600,1862400,36,8.85,714,54.1,STRUCTURED_LEASE,Performing
EQF-2025-02933,03-07-2025,Manufacturing,Industrial Robotic Arm,7394000,739400,6654600,36,7.07,715,58.5,STRUCTURED_LEASE,Performing
EQF-2025-02934,03-07-2025,Construction,Hydraulic Excavator,2588000,258800,2329200,48,7,695,65.4,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02935,03-07-2025,Logistics & Fleet,Electric Delivery Van,3619000,542850,3076150,36,7.82,681,63.9,STRUCTURED_LEASE,Performing
EQF-2025-02936,03-07-2025,Manufacturing,Industrial Robotic Arm,4257000,638550,3618450,24,9.64,645,62.3,REQUIRE_COLLATERAL,Performing
EQF-2025-02937,03-07-2025,Logistics & Fleet,Electric Delivery Van,2334000,466800,1867200,60,11.16,762,61.6,STRUCTURED_LEASE,Performing
EQF-2025-02938,03-07-2025,Construction,Tower Crane,8090000,2022500,6067500,48,10.42,550,99,REJECT,Default
EQF-2025-02939,03-07-2025,IT & Enterprise Tech,Enterprise Server Rack,5140000,771000,4369000,36,11.26,738,66.3,REQUIRE_COLLATERAL,Performing
EQF-2025-02940,03-07-2025,Manufacturing,Industrial Robotic Arm,5409000,540900,4868100,48,10.35,611,94.8,REJECT,Performing
EQF-2025-02941,03-07-2025,Healthcare,MRI Scanner,4342000,868400,3473600,36,7.66,793,34.2,AUTO_APPROVE,Performing
EQF-2025-02942,03-07-2025,Construction,Hydraulic Excavator,6422000,1284400,5137600,60,10.14,688,72.1,REQUIRE_COLLATERAL,Performing
EQF-2025-02943,03-07-2025,Healthcare,Digital X-Ray System,9090000,1818000,7272000,24,10.2,746,51.7,STRUCTURED_LEASE,Performing
EQF-2025-02944,03-07-2025,Logistics & Fleet,Heavy Duty Hauler,3266000,326600,2939400,48,9.32,722,62.7,STRUCTURED_LEASE,Performing
EQF-2025-02945,04-07-2025,Logistics & Fleet,Forklift Fleet,3750000,562500,3187500,48,9.04,787,48.3,STRUCTURED_LEASE,Performing
EQF-2025-02946,04-07-2025,Manufacturing,CNC Milling Unit,1635000,408750,1226250,36,9.28,829,41.4,STRUCTURED_LEASE,Performing
EQF-2025-02947,04-07-2025,Construction,Hydraulic Excavator,6767000,1353400,5413600,48,7.18,785,45.5,STRUCTURED_LEASE,Performing
EQF-2025-02948,04-07-2025,Construction,Tower Crane,7501000,750100,6750900,60,7.5,750,62.6,STRUCTURED_LEASE,Performing
EQF-2025-02949,04-07-2025,Healthcare,Digital X-Ray System,7777000,1166550,6610450,48,13.31,691,74.8,REQUIRE_COLLATERAL,Performing
EQF-2025-02950,04-07-2025,IT & Enterprise Tech,Enterprise Server Rack,4275000,641250,3633750,36,7.62,741,49.6,STRUCTURED_LEASE,Performing
EQF-2025-02951,04-07-2025,Logistics & Fleet,Electric Delivery Van,2067000,516750,1550250,48,7,776,44,STRUCTURED_LEASE,Performing
EQF-2025-02952,04-07-2025,Logistics & Fleet,Forklift Fleet,2406000,481200,1924800,60,8.42,684,72.8,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02953,04-07-2025,Logistics & Fleet,Forklift Fleet,4858000,485800,4372200,36,10.19,714,56.4,STRUCTURED_LEASE,Performing
EQF-2025-02954,04-07-2025,Construction,Tower Crane,5459000,818850,4640150,48,10.34,660,88.6,REJECT,Default
EQF-2025-02955,04-07-2025,IT & Enterprise Tech,Enterprise Server Rack,2602000,260200,2341800,36,7.96,766,47.3,STRUCTURED_LEASE,Performing
EQF-2025-02956,04-07-2025,Logistics & Fleet,Forklift Fleet,3464000,519600,2944400,24,9.64,742,46.5,STRUCTURED_LEASE,Performing
EQF-2025-02957,04-07-2025,Logistics & Fleet,Forklift Fleet,4890000,978000,3912000,24,8.68,627,69.9,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-02958,04-07-2025,IT & Enterprise Tech,Enterprise Server Rack,5912000,1182400,4729600,60,9.79,731,66.1,REQUIRE_COLLATERAL,60_Days_Past_Due
EQF-2025-02959,04-07-2025,Healthcare,Digital X-Ray System,10376000,2594000,7782000,48,9.06,697,71,REQUIRE_COLLATERAL,Performing
EQF-2025-02960,04-07-2025,Logistics & Fleet,Forklift Fleet,1204000,180600,1023400,24,8.46,718,59.6,STRUCTURED_LEASE,Performing
EQF-2025-02961,05-07-2025,Manufacturing,CNC Milling Unit,7805000,780500,7024500,60,8.53,664,77.9,REQUIRE_COLLATERAL,Performing
EQF-2025-02962,05-07-2025,Healthcare,MRI Scanner,10273000,1540950,8732050,48,7,795,44.9,STRUCTURED_LEASE,Performing
EQF-2025-02963,05-07-2025,Healthcare,Surgical Robot,8026000,802600,7223400,48,9.17,667,76.5,REQUIRE_COLLATERAL,Performing
EQF-2025-02964,05-07-2025,IT & Enterprise Tech,Edge AI Compute Cluster,5112000,1278000,3834000,24,9.39,848,27.8,AUTO_APPROVE,Performing
EQF-2025-02965,05-07-2025,IT & Enterprise Tech,Automated Storage Array,2879000,431850,2447150,60,7.39,719,61.4,STRUCTURED_LEASE,Performing
EQF-2025-02966,05-07-2025,Logistics & Fleet,Heavy Duty Hauler,1329000,265800,1063200,48,8.99,690,69.5,REQUIRE_COLLATERAL,Performing
EQF-2025-02967,05-07-2025,Logistics & Fleet,Forklift Fleet,4320000,432000,3888000,48,9.12,739,58.3,STRUCTURED_LEASE,Performing
EQF-2025-02968,05-07-2025,Construction,Tower Crane,7140000,1428000,5712000,24,7,730,49,STRUCTURED_LEASE,Performing
EQF-2025-02969,05-07-2025,IT & Enterprise Tech,Enterprise Server Rack,2558000,639500,1918500,36,8.34,838,34,AUTO_APPROVE,Performing
EQF-2025-02970,05-07-2025,Construction,Tower Crane,4633000,1158250,3474750,36,8.3,740,61.4,STRUCTURED_LEASE,Performing
EQF-2025-02971,05-07-2025,Healthcare,Surgical Robot,10532000,1053200,9478800,60,9.77,589,91.9,REJECT,Default
EQF-2025-02972,05-07-2025,Manufacturing,Injection Molding Press,2956000,443400,2512600,36,11.37,668,76.3,REQUIRE_COLLATERAL,Performing
EQF-2025-02973,05-07-2025,Logistics & Fleet,Electric Delivery Van,2431000,486200,1944800,48,9.57,762,56.6,STRUCTURED_LEASE,Performing
EQF-2025-02974,05-07-2025,Logistics & Fleet,Forklift Fleet,3619000,723800,2895200,24,11.24,698,63.5,STRUCTURED_LEASE,Performing
EQF-2025-02975,05-07-2025,Healthcare,Digital X-Ray System,13697000,1369700,12327300,36,9.17,677,74.4,REQUIRE_COLLATERAL,Performing
EQF-2025-02976,05-07-2025,Manufacturing,Injection Molding Press,5230000,523000,4707000,36,10.06,666,71,REQUIRE_COLLATERAL,Performing
EQF-2025-02977,06-07-2025,Logistics & Fleet,Electric Delivery Van,4085000,408500,3676500,48,9.6,650,82.9,REJECT,Performing
EQF-2025-02978,06-07-2025,Manufacturing,Industrial Robotic Arm,6841000,1710250,5130750,48,13.12,726,76.8,REQUIRE_COLLATERAL,Performing
EQF-2025-02979,06-07-2025,Logistics & Fleet,Heavy Duty Hauler,3725000,931250,2793750,60,9.27,666,80.9,REJECT,Performing
EQF-2025-02980,06-07-2025,IT & Enterprise Tech,Enterprise Server Rack,2078000,415600,1662400,60,10.67,797,52.3,STRUCTURED_LEASE,Performing
EQF-2025-02981,06-07-2025,Healthcare,Digital X-Ray System,13535000,2030250,11504750,24,9.8,656,73.8,REQUIRE_COLLATERAL,Performing
EQF-2025-02982,06-07-2025,Manufacturing,Injection Molding Press,4554000,455400,4098600,48,11.19,625,86.5,REJECT,Default
EQF-2025-02983,06-07-2025,Logistics & Fleet,Forklift Fleet,1368000,342000,1026000,36,10.45,708,61.5,STRUCTURED_LEASE,Performing
EQF-2025-02984,06-07-2025,Logistics & Fleet,Forklift Fleet,2130000,319500,1810500,60,10.01,577,99,REJECT,Default
EQF-2025-02985,06-07-2025,Construction,Tower Crane,9007000,900700,8106300,24,7.79,553,93.4,REJECT,60_Days_Past_Due
EQF-2025-02986,06-07-2025,IT & Enterprise Tech,Edge AI Compute Cluster,1159000,173850,985150,48,7.92,750,54.3,STRUCTURED_LEASE,Performing
EQF-2025-02987,06-07-2025,Manufacturing,Industrial Robotic Arm,2532000,253200,2278800,36,8.58,713,62.6,STRUCTURED_LEASE,Performing
EQF-2025-02988,06-07-2025,Construction,Tower Crane,8401000,1260150,7140850,36,9.06,574,99,REJECT,Performing
EQF-2025-02989,06-07-2025,Logistics & Fleet,Heavy Duty Hauler,4592000,918400,3673600,24,9.67,715,64.3,STRUCTURED_LEASE,Performing
EQF-2025-02990,06-07-2025,IT & Enterprise Tech,Edge AI Compute Cluster,4095000,409500,3685500,24,8.58,691,58.2,STRUCTURED_LEASE,Performing
EQF-2025-02991,06-07-2025,Manufacturing,Injection Molding Press,3056000,305600,2750400,36,7,610,79.9,REQUIRE_COLLATERAL,Performing
EQF-2025-02992,06-07-2025,Logistics & Fleet,Heavy Duty Hauler,1403000,280600,1122400,48,11.04,757,60.7,STRUCTURED_LEASE,Performing
EQF-2025-02993,07-07-2025,Construction,Bulldozer,7729000,772900,6956100,48,10.17,808,41.8,STRUCTURED_LEASE,Performing
EQF-2025-02994,07-07-2025,Healthcare,Digital X-Ray System,4521000,452100,4068900,36,9.59,835,38.3,AUTO_APPROVE,Performing
EQF-2025-02995,07-07-2025,Manufacturing,CNC Milling Unit,5789000,1447250,4341750,36,11.38,731,58.2,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-02996,07-07-2025,IT & Enterprise Tech,Edge AI Compute Cluster,1973000,394600,1578400,36,8.29,711,63,STRUCTURED_LEASE,Performing
EQF-2025-02997,07-07-2025,Manufacturing,CNC Milling Unit,7833000,1958250,5874750,60,9.3,825,53.6,STRUCTURED_LEASE,Performing
EQF-2025-02998,07-07-2025,Healthcare,Surgical Robot,9226000,1845200,7380800,24,9.74,726,55.3,STRUCTURED_LEASE,Performing
EQF-2025-02999,07-07-2025,Healthcare,Digital X-Ray System,6463000,969450,5493550,48,8.88,687,72,REQUIRE_COLLATERAL,Performing
EQF-2025-03000,07-07-2025,IT & Enterprise Tech,Edge AI Compute Cluster,5236000,1047200,4188800,24,8.31,667,67.2,REQUIRE_COLLATERAL,Performing
EQF-2025-03001,07-07-2025,Logistics & Fleet,Heavy Duty Hauler,2165000,433000,1732000,36,10.81,745,53,STRUCTURED_LEASE,30_Days_Past_Due
EQF-2025-03002,07-07-2025,Logistics & Fleet,Heavy Duty Hauler,2365000,591250,1773750,24,9.93,603,79.7,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03003,07-07-2025,Healthcare,Digital X-Ray System,13177000,1317700,11859300,24,10.44,785,46.3,STRUCTURED_LEASE,Performing
EQF-2025-03004,07-07-2025,Construction,Hydraulic Excavator,5125000,1025000,4100000,36,8.26,619,80.4,REJECT,60_Days_Past_Due
EQF-2025-03005,07-07-2025,Construction,Tower Crane,5986000,598600,5387400,36,10.74,654,76.9,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03006,07-07-2025,Logistics & Fleet,Heavy Duty Hauler,2521000,504200,2016800,36,8.57,730,60.7,STRUCTURED_LEASE,Performing
EQF-2025-03007,07-07-2025,IT & Enterprise Tech,Automated Storage Array,1405000,351250,1053750,48,9.87,823,44.4,STRUCTURED_LEASE,Performing
EQF-2025-03008,07-07-2025,Manufacturing,CNC Milling Unit,1772000,354400,1417600,24,12.47,692,80.4,REJECT,Performing
EQF-2025-03009,08-07-2025,Logistics & Fleet,Forklift Fleet,3953000,592950,3360050,24,10.78,641,72.3,REQUIRE_COLLATERAL,Performing
EQF-2025-03010,08-07-2025,Manufacturing,CNC Milling Unit,6016000,1203200,4812800,36,10.01,779,46.4,STRUCTURED_LEASE,Performing
EQF-2025-03011,08-07-2025,Construction,Hydraulic Excavator,4900000,980000,3920000,60,11.53,681,87.8,REJECT,60_Days_Past_Due
EQF-2025-03012,08-07-2025,Healthcare,Digital X-Ray System,7252000,725200,6526800,48,8.65,600,96.9,REJECT,Default
EQF-2025-03013,08-07-2025,Healthcare,MRI Scanner,14395000,1439500,12955500,48,10.24,749,54.9,STRUCTURED_LEASE,Performing
EQF-2025-03014,08-07-2025,Healthcare,MRI Scanner,14864000,2229600,12634400,36,8.25,695,61.1,STRUCTURED_LEASE,Performing
EQF-2025-03015,08-07-2025,Construction,Bulldozer,6524000,1304800,5219200,36,8.96,694,63.9,STRUCTURED_LEASE,Performing
EQF-2025-03016,08-07-2025,Healthcare,MRI Scanner,12827000,1282700,11544300,24,11.89,757,60.9,STRUCTURED_LEASE,Performing
EQF-2025-03017,08-07-2025,Logistics & Fleet,Electric Delivery Van,3999000,799800,3199200,36,9.91,763,51.1,STRUCTURED_LEASE,Performing
EQF-2025-03018,08-07-2025,Healthcare,Surgical Robot,7270000,1817500,5452500,48,11.61,661,80.7,REJECT,Performing
EQF-2025-03019,08-07-2025,Manufacturing,Industrial Robotic Arm,1910000,477500,1432500,60,9.35,717,66.5,REQUIRE_COLLATERAL,Performing
EQF-2025-03020,08-07-2025,Logistics & Fleet,Electric Delivery Van,1742000,261300,1480700,60,11.33,608,96.7,REJECT,60_Days_Past_Due
EQF-2025-03021,08-07-2025,Healthcare,Digital X-Ray System,13221000,3305250,9915750,36,9.58,693,68.1,REQUIRE_COLLATERAL,30_Days_Past_Due
EQF-2025-03022,08-07-2025,Healthcare,Digital X-Ray System,12043000,1204300,10838700,36,9.7,652,85.1,REJECT,Performing
EQF-2025-03023,08-07-2025,Logistics & Fleet,Forklift Fleet,3724000,372400,3351600,36,9.54,696,73,REQUIRE_COLLATERAL,Performing
EQF-2025-03024,08-07-2025,Healthcare,MRI Scanner,5437000,815550,4621450,36,10.04,683,64.2,STRUCTURED_LEASE,Performing
EQF-2025-03025,09-07-2025,Manufacturing,Industrial Robotic Arm,5980000,1196000,4784000,60,9.11,698,70.5,REQUIRE_COLLATERAL,Performing
EQF-2025-03026,09-07-2025,Healthcare,Surgical Robot,12494000,1249400,11244600,24,7.42,601,78.4,REQUIRE_COLLATERAL,Performing
EQF-2025-03027,09-07-2025,IT & Enterprise Tech,Edge AI Compute Cluster,5275000,1318750,3956250,60,9.45,624,86.3,REJECT,Performing
EQF-2025-03028,09-07-2025,Construction,Hydraulic Excavator,2612000,261200,2350800,48,9.7,695,74.9,REQUIRE_COLLATERAL,Performing
EQF-2025-03029,09-07-2025,Logistics & Fleet,Forklift Fleet,3801000,570150,3230850,36,11.95,807,53.3,STRUCTURED_LEASE,Performing
EQF-2025-03030,09-07-2025,Construction,Bulldozer,2662000,665500,1996500,36,7,757,44.3,STRUCTURED_LEASE,Performing
EQF-2025-03031,09-07-2025,Manufacturing,CNC Milling Unit,6448000,1612000,4836000,48,11.93,738,65.3,REQUIRE_COLLATERAL,Performing
EQF-2025-03032,09-07-2025,Healthcare,Surgical Robot,10992000,2748000,8244000,36,11.07,671,79,REQUIRE_COLLATERAL,Performing
EQF-2025-03033,09-07-2025,Logistics & Fleet,Heavy Duty Hauler,1764000,264600,1499400,36,10.53,648,83.7,REJECT,Performing
EQF-2025-03034,09-07-2025,Manufacturing,Injection Molding Press,6863000,1029450,5833550,36,9.73,750,51.7,STRUCTURED_LEASE,Performing
EQF-2025-03035,09-07-2025,Healthcare,Surgical Robot,4752000,950400,3801600,24,7.97,634,74.6,REQUIRE_COLLATERAL,Performing
