Client_ID,Client_Industry,Client_Credit_Score
CUST-01684,Logistics & Fleet,678
CUST-01685,Manufacturing,807
CUST-01686,IT & Enterprise Tech,673
CUST-01687,IT & Enterprise Tech,745
CUST-01688,Construction,675
CUST-01689,Construction,695
CUST-01690,Logistics & Fleet,684
CUST-01691,Manufacturing,746
CUST-01692,Construction,757
CUST-01693,Healthcare,843
CUST-01694,Manufacturing,710
CUST-01695,Healthcare,745
CUST-01696,Manufacturing,643
CUST-01697,Manufacturing,754
CUST-01698,Manufacturing,711
CUST-01699,IT & Enterprise Tech,550
CUST-01700,Construction,653
CUST-01701,IT & Enterprise Tech,575
CUST-01702,Healthcare,662
CUST-01703,Healthcare,729
CUST-01704,Construction,690
CUST-01705,Healthcare,750
CUST-01706,Manufacturing,557
CUST-01707,Construction,772
CUST-01708,Manufacturing,725
CUST-01709,Construction,627
CUST-01710,Logistics & Fleet,708
CUST-01711,Manufacturing,850
CUST-01712,Manufacturing,805
CUST-01713,Logistics & Fleet,819
CUST-01714,Construction,696
CUST-01715,Manufacturing,783
CUST-01716,IT & Enterprise Tech,795
CUST-01717,Manufacturing,642
CUST-01718,Logistics & Fleet,793
CUST-01719,IT & Enterprise Tech,779
CUST-01720,Manufacturing,666
CUST-01721,Manufacturing,716
CUST-01722,Manufacturing,798
CUST-01723,Healthcare,706
CUST-01724,Manufacturing,767
CUST-01725,Logistics & Fleet,679
CUST-01726,Manufacturing,638
CUST-01727,Construction,632
CUST-01728,IT & Enterprise Tech,691
CUST-01729,Logistics & Fleet,738
CUST-01730,Construction,595
CUST-01731,Healthcare,835
CUST-01732,Construction,779
CUST-01733,Construction,743
CUST-01734,Healthcare,763
CUST-01735,Manufacturing,667
CUST-01736,IT & Enterprise Tech,614
CUST-01737,Healthcare,736
CUST-01738,Manufacturing,777
CUST-01739,Healthcare,677
CUST-01740,Healthcare,648
CUST-01741,Logistics & Fleet,674
CUST-01742,Logistics & Fleet,741
CUST-01743,Logistics & Fleet,749
CUST-01744,Manufacturing,827
CUST-01745,Healthcare,739
CUST-01746,Construction,655
CUST-01747,Manufacturing,690
CUST-01748,Healthcare,641
CUST-01749,Logistics & Fleet,781
CUST-01750,Manufacturing,637
CUST-01751,Construction,673
CUST-01752,Manufacturing,741
CUST-01753,Manufacturing,813
CUST-01754,Manufacturing,850
CUST-01755,IT & Enterprise Tech,622
CUST-01756,Logistics & Fleet,751
CUST-01757,IT & Enterprise Tech,708
CUST-01758,Construction,693
CUST-01759,Manufacturing,691
CUST-01760,Construction,629
CUST-01761,Construction,818
CUST-01762,Logistics & Fleet,574
CUST-01763,Manufacturing,700
CUST-01764,Construction,807
CUST-01765,Manufacturing,724
CUST-01766,Healthcare,666
CUST-01767,Logistics & Fleet,669
CUST-01768,Construction,767
CUST-01769,Healthcare,690
CUST-01770,Healthcare,707
CUST-01771,Construction,750
CUST-01772,Logistics & Fleet,770
CUST-01773,IT & Enterprise Tech,673
CUST-01774,IT & Enterprise Tech,621
CUST-01775,Logistics & Fleet,644
CUST-01776,Healthcare,799
CUST-01777,Logistics & Fleet,714
CUST-01778,Healthcare,628
CUST-01779,Healthcare,649
CUST-01780,Logistics & Fleet,785
CUST-01781,Manufacturing,715
CUST-01782,IT & Enterprise Tech,601
CUST-01783,Construction,638
CUST-01784,Construction,784
CUST-01785,Logistics & Fleet,673
CUST-01786,IT & Enterprise Tech,846
CUST-01787,Construction,834
CUST-01788,Construction,806
CUST-01789,Manufacturing,742
CUST-01790,Construction,777
CUST-01791,Manufacturing,706
CUST-01792,Logistics & Fleet,708
CUST-01793,Construction,631
CUST-01794,Logistics & Fleet,707
CUST-01795,Manufacturing,627
CUST-01796,Manufacturing,710
CUST-01797,Logistics & Fleet,631
CUST-01798,Manufacturing,653
CUST-01799,Manufacturing,550
CUST-01800,Manufacturing,659
CUST-01801,IT & Enterprise Tech,663
CUST-01802,Logistics & Fleet,689
CUST-01803,Healthcare,787
CUST-01804,Healthcare,706
CUST-01805,Healthcare,770
CUST-01806,Logistics & Fleet,772
CUST-01807,Logistics & Fleet,801
CUST-01808,Manufacturing,651
CUST-01809,Manufacturing,633
CUST-01810,Manufacturing,702
CUST-01811,Logistics & Fleet,642
CUST-01812,Logistics & Fleet,695
CUST-01813,Healthcare,648
CUST-01814,Manufacturing,630
CUST-01815,Manufacturing,733
CUST-01816,IT & Enterprise Tech,831
CUST-01817,Healthcare,693
CUST-01818,Logistics & Fleet,728
CUST-01819,Construction,714
CUST-01820,Healthcare,707
CUST-01821,Manufacturing,802
CUST-01822,Manufacturing,692
CUST-01823,Construction,550
CUST-01824,Logistics & Fleet,652
CUST-01825,Construction,716
CUST-01826,Construction,703
CUST-01827,Manufacturing,695
CUST-01828,IT & Enterprise Tech,676
CUST-01829,Logistics & Fleet,715
CUST-01830,Healthcare,843
CUST-01831,IT & Enterprise Tech,688
CUST-01832,Construction,850
CUST-01833,Construction,740
CUST-01834,Logistics & Fleet,666
CUST-01835,Logistics & Fleet,766
CUST-01836,Logistics & Fleet,551
CUST-01837,Manufacturing,709
CUST-01838,Healthcare,743
CUST-01839,IT & Enterprise Tech,744
CUST-01840,Manufacturing,751
CUST-01841,Healthcare,757
CUST-01842,Healthcare,729
CUST-01843,Healthcare,756
CUST-01844,Construction,673
CUST-01845,IT & Enterprise Tech,786
CUST-01846,Manufacturing,680
CUST-01847,Manufacturing,785
CUST-01848,Manufacturing,708
CUST-01849,IT & Enterprise Tech,724
CUST-01850,Construction,767
CUST-01851,Healthcare,807
CUST-01852,Logistics & Fleet,712
CUST-01853,IT & Enterprise Tech,724
CUST-01854,Logistics & Fleet,550
CUST-01855,IT & Enterprise Tech,653
CUST-01856,Healthcare,611
CUST-01857,Logistics & Fleet,683
CUST-01858,Construction,666
CUST-01859,Logistics & Fleet,658
CUST-01860,Logistics & Fleet,642
CUST-01861,Logistics & Fleet,744
CUST-01862,Logistics & Fleet,593
CUST-01863,Manufacturing,639
CUST-01864,Construction,712
CUST-01865,IT & Enterprise Tech,773
CUST-01866,IT & Enterprise Tech,649
CUST-01867,Manufacturing,778
CUST-01868,Manufacturing,550
CUST-01869,Manufacturing,710
CUST-01870,Logistics & Fleet,729
CUST-01871,Logistics & Fleet,645
CUST-01872,Manufacturing,624
CUST-01873,Construction,718
CUST-01874,Logistics & Fleet,707
CUST-01875,Logistics & Fleet,657
CUST-01876,Construction,691
CUST-01877,Construction,670
CUST-01878,Construction,791
CUST-01879,Healthcare,754
CUST-01880,Construction,722
CUST-01881,Logistics & Fleet,832
CUST-01882,IT & Enterprise Tech,777
CUST-01883,Construction,790
CUST-01884,Logistics & Fleet,812
CUST-01885,Manufacturing,699
CUST-01886,Construction,630
CUST-01887,Manufacturing,594
CUST-01888,Manufacturing,758
CUST-01889,Logistics & Fleet,647
CUST-01890,IT & Enterprise Tech,850
CUST-01891,Manufacturing,655
CUST-01892,Healthcare,644
CUST-01893,Logistics & Fleet,760
CUST-01894,Manufacturing,761
CUST-01895,Construction,826
CUST-01896,Logistics & Fleet,693
CUST-01897,Construction,785
CUST-01898,Manufacturing,699
CUST-01899,Healthcare,745
CUST-01900,Logistics & Fleet,696
CUST-01901,Construction,834
CUST-01902,Manufacturing,850
CUST-01903,Logistics & Fleet,632
CUST-01904,Manufacturing,793
CUST-01905,Logistics & Fleet,649
CUST-01906,Manufacturing,785
CUST-01907,IT & Enterprise Tech,816
CUST-01908,Healthcare,647
CUST-01909,Healthcare,630
CUST-01910,Manufacturing,677
CUST-01911,Healthcare,785
CUST-01912,IT & Enterprise Tech,740
CUST-01913,IT & Enterprise Tech,693
CUST-01914,Healthcare,756
CUST-01915,Healthcare,691
CUST-01916,Logistics & Fleet,718
CUST-01917,IT & Enterprise Tech,745
CUST-01918,Construction,741
CUST-01919,Healthcare,819
CUST-01920,Healthcare,631
CUST-01921,Logistics & Fleet,771
CUST-01922,Manufacturing,648
CUST-01923,Construction,683
CUST-01924,Healthcare,699
CUST-01925,Logistics & Fleet,682
CUST-01926,Manufacturing,622
CUST-01927,Construction,680
CUST-01928,Construction,727
CUST-01929,Construction,701
CUST-01930,Manufacturing,805
CUST-01931,Construction,702
CUST-01932,Construction,710
CUST-01933,Construction,721
CUST-01934,Construction,701
CUST-01935,Logistics & Fleet,741
CUST-01936,Logistics & Fleet,676
CUST-01937,Healthcare,634
CUST-01938,Logistics & Fleet,705
CUST-01939,Construction,735
CUST-01940,Manufacturing,720
CUST-01941,Manufacturing,652
CUST-01942,Healthcare,720
CUST-01943,Logistics & Fleet,754
CUST-01944,Logistics & Fleet,723
CUST-01945,Logistics & Fleet,663
CUST-01946,Construction,714
CUST-01947,Healthcare,820
CUST-01948,Manufacturing,642
CUST-01949,Healthcare,781
CUST-01950,Healthcare,564
CUST-01951,Manufacturing,674
CUST-01952,Manufacturing,682
CUST-01953,Construction,780
CUST-01954,Logistics & Fleet,825
CUST-01955,IT & Enterprise Tech,782
CUST-01956,IT & Enterprise Tech,743
CUST-01957,Construction,779
CUST-01958,Healthcare,622
CUST-01959,Construction,768
CUST-01960,Logistics & Fleet,638
CUST-01961,Manufacturing,661
CUST-01962,Healthcare,735
CUST-01963,Logistics & Fleet,629
CUST-01964,Healthcare,789
CUST-01965,Construction,710
CUST-01966,Construction,625
CUST-01967,Manufacturing,808
CUST-01968,Healthcare,692
CUST-01969,Healthcare,699
CUST-01970,Manufacturing,695
CUST-01971,Manufacturing,550
CUST-01972,Logistics & Fleet,791
CUST-01973,Healthcare,711
CUST-01974,Construction,719
CUST-01975,Healthcare,754
CUST-01976,IT & Enterprise Tech,690
CUST-01977,Healthcare,637
CUST-01978,Healthcare,649
CUST-01979,IT & Enterprise Tech,766
CUST-01980,Logistics & Fleet,709
CUST-01981,Manufacturing,775
CUST-01982,Logistics & Fleet,786
CUST-01983,Construction,767
CUST-01984,Construction,791
CUST-01985,Manufacturing,663
CUST-01986,Manufacturing,749
CUST-01987,Logistics & Fleet,679
CUST-01988,Construction,638
CUST-01989,Healthcare,739
CUST-01990,Logistics & Fleet,759
CUST-01991,Logistics & Fleet,687
CUST-01992,Manufacturing,713
CUST-01993,Construction,755
CUST-01994,Manufacturing,670
CUST-01995,Logistics & Fleet,762
CUST-01996,Logistics & Fleet,651
CUST-01997,IT & Enterprise Tech,736
CUST-01998,Manufacturing,631
CUST-01999,Manufacturing,797
CUST-02000,Healthcare,754
CUST-02001,Healthcare,840
CUST-02002,Manufacturing,649
CUST-02003,IT & Enterprise Tech,753
CUST-02004,Manufacturing,708
CUST-02005,Healthcare,614
CUST-02006,Logistics & Fleet,717
CUST-02007,Healthcare,746
CUST-02008,Logistics & Fleet,838
CUST-02009,Manufacturing,677
CUST-02010,Construction,740
CUST-02011,Manufacturing,729
CUST-02012,Manufacturing,698
CUST-02013,IT & Enterprise Tech,703
CUST-02014,Manufacturing,758
CUST-02015,Construction,703
CUST-02016,Healthcare,694
CUST-02017,Healthcare,677
CUST-02018,IT & Enterprise Tech,612
CUST-02019,Manufacturing,770
CUST-02020,Logistics & Fleet,676
CUST-02021,IT & Enterprise Tech,790
CUST-02022,Construction,791
CUST-02023,IT & Enterprise Tech,850
CUST-02024,Manufacturing,738
CUST-02025,Healthcare,746
CUST-02026,Healthcare,749
CUST-02027,Logistics & Fleet,726
CUST-02028,IT & Enterprise Tech,786
CUST-02029,Healthcare,704
CUST-02030,Logistics & Fleet,745
CUST-02031,Manufacturing,702
CUST-02032,Construction,624
CUST-02033,Construction,758
CUST-02034,IT & Enterprise Tech,550
CUST-02035,Construction,745
CUST-02036,Healthcare,780
CUST-02037,Manufacturing,748
CUST-02038,Manufacturing,658
CUST-02039,Manufacturing,810
CUST-02040,Healthcare,827
CUST-02041,IT & Enterprise Tech,753
CUST-02042,Construction,830
CUST-02043,Construction,847
CUST-02044,Manufacturing,668
CUST-02045,IT & Enterprise Tech,650
CUST-02046,Logistics & Fleet,758
CUST-02047,Manufacturing,550
CUST-02048,Logistics & Fleet,695
CUST-02049,Construction,667
CUST-02050,Manufacturing,697
CUST-02051,Construction,630
CUST-02052,Construction,700
CUST-02053,Manufacturing,749
CUST-02054,IT & Enterprise Tech,822
CUST-02055,Logistics & Fleet,740
CUST-02056,Logistics & Fleet,594
CUST-02057,Construction,714
CUST-02058,Healthcare,802
CUST-02059,Logistics & Fleet,696
CUST-02060,Construction,754
CUST-02061,Manufacturing,788
CUST-02062,Construction,721
CUST-02063,Logistics & Fleet,733
CUST-02064,Construction,748
CUST-02065,Manufacturing,682
CUST-02066,Logistics & Fleet,696
CUST-02067,Manufacturing,652
CUST-02068,Healthcare,678
CUST-02069,Manufacturing,762
CUST-02070,Healthcare,745
CUST-02071,Logistics & Fleet,636
CUST-02072,Construction,648
CUST-02073,Manufacturing,672
CUST-02074,IT & Enterprise Tech,618
CUST-02075,IT & Enterprise Tech,726
CUST-02076,IT & Enterprise Tech,669
CUST-02077,Manufacturing,743
CUST-02078,Construction,776
CUST-02079,IT & Enterprise Tech,601
CUST-02080,Logistics & Fleet,669
CUST-02081,Manufacturing,609
CUST-02082,Manufacturing,590
CUST-02083,Construction,745
CUST-02084,IT & Enterprise Tech,723
CUST-02085,Construction,673
CUST-02086,Construction,648
CUST-02087,Manufacturing,639
CUST-02088,Logistics & Fleet,721
CUST-02089,Logistics & Fleet,694
CUST-02090,Healthcare,651
CUST-02091,Logistics & Fleet,737
CUST-02092,IT & Enterprise Tech,728
CUST-02093,Manufacturing,646
CUST-02094,Construction,679
CUST-02095,Healthcare,765
CUST-02096,Logistics & Fleet,758
CUST-02097,Construction,667
CUST-02098,Construction,817
CUST-02099,Logistics & Fleet,698
CUST-02100,Healthcare,761
CUST-02101,IT & Enterprise Tech,641
CUST-02102,Construction,700
CUST-02103,Manufacturing,650
CUST-02104,Logistics & Fleet,602
CUST-02105,Logistics & Fleet,707
CUST-02106,Healthcare,688
CUST-02107,IT & Enterprise Tech,779
CUST-02108,IT & Enterprise Tech,672
CUST-02109,Healthcare,727
CUST-02110,IT & Enterprise Tech,683
CUST-02111,Manufacturing,646
CUST-02112,Manufacturing,762
CUST-02113,Manufacturing,670
CUST-02114,IT & Enterprise Tech,681
CUST-02115,Logistics & Fleet,632
CUST-02116,Manufacturing,600
CUST-02117,Healthcare,739
CUST-02118,Construction,703
CUST-02119,Manufacturing,769
CUST-02120,IT & Enterprise Tech,743
CUST-02121,Logistics & Fleet,629
CUST-02122,Construction,710
CUST-02123,IT & Enterprise Tech,707
CUST-02124,Healthcare,775
CUST-02125,IT & Enterprise Tech,790
CUST-02126,Logistics & Fleet,597
CUST-02127,Construction,781
CUST-02128,Manufacturing,772
CUST-02129,IT & Enterprise Tech,657
CUST-02130,Healthcare,707
CUST-02131,Manufacturing,573
CUST-02132,Manufacturing,706
CUST-02133,Construction,641
CUST-02134,Construction,743
CUST-02135,Logistics & Fleet,736
CUST-02136,IT & Enterprise Tech,703
CUST-02137,Manufacturing,722
CUST-02138,Logistics & Fleet,658
CUST-02139,Manufacturing,636
CUST-02140,IT & Enterprise Tech,847
CUST-02141,Logistics & Fleet,776
CUST-02142,Construction,718
CUST-02143,Logistics & Fleet,696
CUST-02144,Healthcare,850
CUST-02145,Construction,818
CUST-02146,Logistics & Fleet,691
CUST-02147,Construction,646
CUST-02148,Healthcare,713
CUST-02149,Construction,685
CUST-02150,Logistics & Fleet,648
CUST-02151,Healthcare,799
CUST-02152,Manufacturing,744
CUST-02153,Logistics & Fleet,683
CUST-02154,Logistics & Fleet,682
CUST-02155,Manufacturing,710
CUST-02156,Manufacturing,678
CUST-02157,Manufacturing,672
CUST-02158,Healthcare,843
CUST-02159,Construction,650
CUST-02160,Logistics & Fleet,566
CUST-02161,Logistics & Fleet,752
CUST-02162,Construction,782
CUST-02163,Healthcare,720
CUST-02164,Logistics & Fleet,605
CUST-02165,Construction,701
CUST-02166,IT & Enterprise Tech,676
CUST-02167,Construction,796
CUST-02168,Manufacturing,655
CUST-02169,Logistics & Fleet,724
CUST-02170,Healthcare,748
CUST-02171,Logistics & Fleet,654
CUST-02172,Manufacturing,671
CUST-02173,Manufacturing,738
CUST-02174,IT & Enterprise Tech,550
CUST-02175,Manufacturing,798
CUST-02176,Logistics & Fleet,644
CUST-02177,Healthcare,712
CUST-02178,Construction,622
CUST-02179,Logistics & Fleet,795
CUST-02180,Construction,710
CUST-02181,Healthcare,723
CUST-02182,Manufacturing,746
CUST-02183,Manufacturing,780
CUST-02184,Healthcare,637
CUST-02185,Logistics & Fleet,692
CUST-02186,IT & Enterprise Tech,792
CUST-02187,IT & Enterprise Tech,681
CUST-02188,Logistics & Fleet,798
CUST-02189,Logistics & Fleet,723
CUST-02190,Logistics & Fleet,682
CUST-02191,Healthcare,755
CUST-02192,IT & Enterprise Tech,700
CUST-02193,Logistics & Fleet,765
CUST-02194,Construction,678
CUST-02195,Manufacturing,765
CUST-02196,Healthcare,738
CUST-02197,Construction,687
CUST-02198,IT & Enterprise Tech,591
CUST-02199,Construction,741
CUST-02200,Healthcare,779
CUST-02201,IT & Enterprise Tech,722
CUST-02202,Manufacturing,564
CUST-02203,Healthcare,784
CUST-02204,Manufacturing,735
CUST-02205,Logistics & Fleet,750
CUST-02206,IT & Enterprise Tech,704
CUST-02207,Healthcare,584
CUST-02208,IT & Enterprise Tech,747
CUST-02209,Healthcare,695
CUST-02210,IT & Enterprise Tech,662
CUST-02211,Logistics & Fleet,823
CUST-02212,Logistics & Fleet,748
CUST-02213,Manufacturing,724
CUST-02214,IT & Enterprise Tech,653
CUST-02215,Logistics & Fleet,645
CUST-02216,Healthcare,742
CUST-02217,Logistics & Fleet,580
CUST-02218,Healthcare,745
CUST-02219,IT & Enterprise Tech,749
CUST-02220,Manufacturing,799
CUST-02221,Logistics & Fleet,773
CUST-02222,Construction,784
CUST-02223,Manufacturing,671
CUST-02224,Manufacturing,614
CUST-02225,Manufacturing,721
CUST-02226,Construction,738
CUST-02227,Healthcare,775
CUST-02228,Construction,806
CUST-02229,Healthcare,634
CUST-02230,Healthcare,765
CUST-02231,Logistics & Fleet,564
CUST-02232,Manufacturing,727
CUST-02233,IT & Enterprise Tech,755
CUST-02234,IT & Enterprise Tech,610
CUST-02235,Logistics & Fleet,750
CUST-02236,Construction,640
CUST-02237,IT & Enterprise Tech,684
CUST-02238,Manufacturing,765
CUST-02239,Manufacturing,689
CUST-02240,Manufacturing,688
CUST-02241,Logistics & Fleet,730
CUST-02242,Manufacturing,761
CUST-02243,Construction,709
CUST-02244,IT & Enterprise Tech,812
CUST-02245,IT & Enterprise Tech,688
CUST-02246,Construction,790
CUST-02247,Manufacturing,744
CUST-02248,Logistics & Fleet,753
CUST-02249,Construction,634
CUST-02250,Manufacturing,789
CUST-02251,Manufacturing,717
CUST-02252,IT & Enterprise Tech,850
CUST-02253,Logistics & Fleet,726
CUST-02254,Logistics & Fleet,708
CUST-02255,IT & Enterprise Tech,676
CUST-02256,Construction,710
CUST-02257,Construction,801
CUST-02258,Healthcare,760
CUST-02259,Healthcare,729
CUST-02260,Healthcare,765
CUST-02261,Logistics & Fleet,681
CUST-02262,Construction,676
CUST-02263,IT & Enterprise Tech,669
CUST-02264,Healthcare,774
CUST-02265,Construction,780
CUST-02266,Construction,658
CUST-02267,Construction,666
CUST-02268,Logistics & Fleet,701
CUST-02269,Manufacturing,643
CUST-02270,Construction,725
CUST-02271,Manufacturing,803
CUST-02272,Healthcare,733
CUST-02273,Construction,776
CUST-02274,Logistics & Fleet,624
CUST-02275,IT & Enterprise Tech,677
CUST-02276,Construction,586
CUST-02277,Logistics & Fleet,705
CUST-02278,Construction,850
CUST-02279,Construction,825
CUST-02280,Manufacturing,735
CUST-02281,Healthcare,715
CUST-02282,Healthcare,741
CUST-02283,Construction,633
CUST-02284,Manufacturing,725
CUST-02285,Manufacturing,570
CUST-02286,Healthcare,550
CUST-02287,IT & Enterprise Tech,687
CUST-02288,Healthcare,850
CUST-02289,Construction,818
CUST-02290,Manufacturing,784
CUST-02291,Construction,711
CUST-02292,Healthcare,811
CUST-02293,Manufacturing,676
CUST-02294,Construction,633
CUST-02295,Manufacturing,672
CUST-02296,Manufacturing,605
CUST-02297,Manufacturing,850
CUST-02298,Manufacturing,745
CUST-02299,Manufacturing,653
CUST-02300,Healthcare,704
CUST-02301,Logistics & Fleet,702
CUST-02302,Construction,803
CUST-02303,Construction,850
CUST-02304,Healthcare,780
CUST-02305,IT & Enterprise Tech,758
CUST-02306,Healthcare,730
CUST-02307,Manufacturing,717
CUST-02308,Construction,715
CUST-02309,Manufacturing,717
CUST-02310,Healthcare,697
CUST-02311,Construction,680
CUST-02312,IT & Enterprise Tech,641
CUST-02313,Construction,694
CUST-02314,Logistics & Fleet,624
CUST-02315,IT & Enterprise Tech,673
CUST-02316,Manufacturing,702
CUST-02317,Healthcare,726
CUST-02318,Healthcare,725
CUST-02319,Healthcare,742
CUST-02320,Healthcare,736
CUST-02321,IT & Enterprise Tech,826
CUST-02322,Logistics & Fleet,817
CUST-02323,Construction,685
CUST-02324,Healthcare,769
CUST-02325,Logistics & Fleet,698
CUST-02326,IT & Enterprise Tech,601
CUST-02327,Logistics & Fleet,753
CUST-02328,Manufacturing,675
CUST-02329,Construction,665
CUST-02330,Manufacturing,672
CUST-02331,Healthcare,660
CUST-02332,Manufacturing,829
CUST-02333,Construction,631
CUST-02334,Logistics & Fleet,700
CUST-02335,Manufacturing,600
CUST-02336,Healthcare,662
CUST-02337,Construction,624
CUST-02338,Healthcare,743
CUST-02339,Manufacturing,610
CUST-02340,Healthcare,803
CUST-02341,Logistics & Fleet,624
CUST-02342,Manufacturing,642
CUST-02343,Manufacturing,753
CUST-02344,Healthcare,832
CUST-02345,IT & Enterprise Tech,681
CUST-02346,Logistics & Fleet,748
CUST-02347,Logistics & Fleet,642
CUST-02348,Healthcare,676
CUST-02349,Construction,702
CUST-02350,Manufacturing,656
CUST-02351,Construction,784
CUST-02352,IT & Enterprise Tech,762
CUST-02353,Construction,675
CUST-02354,IT & Enterprise Tech,550
CUST-02355,Logistics & Fleet,662
CUST-02356,Manufacturing,791
CUST-02357,IT & Enterprise Tech,701
CUST-02358,Manufacturing,776
CUST-02359,Construction,817
CUST-02360,Manufacturing,749
CUST-02361,Manufacturing,783
CUST-02362,Healthcare,673
CUST-02363,Healthcare,785
CUST-02364,Construction,696
CUST-02365,Construction,660
CUST-02366,Manufacturing,847
CUST-02367,Manufacturing,708
CUST-02368,Construction,663
CUST-02369,Healthcare,737
CUST-02370,Logistics & Fleet,639
CUST-02371,Logistics & Fleet,628
CUST-02372,Logistics & Fleet,696
CUST-02373,Logistics & Fleet,616
CUST-02374,Healthcare,679
CUST-02375,Logistics & Fleet,624
CUST-02376,Healthcare,773
CUST-02377,Healthcare,819
CUST-02378,Logistics & Fleet,619
CUST-02379,Healthcare,848
CUST-02380,Logistics & Fleet,759
CUST-02381,Logistics & Fleet,725
CUST-02382,IT & Enterprise Tech,611
CUST-02383,IT & Enterprise Tech,603
CUST-02384,Healthcare,707
CUST-02385,Healthcare,698
CUST-02386,Construction,690
CUST-02387,Healthcare,713
CUST-02388,Construction,663
CUST-02389,Logistics & Fleet,695
CUST-02390,Logistics & Fleet,709
CUST-02391,Healthcare,850
CUST-02392,Manufacturing,562
CUST-02393,Healthcare,734
CUST-02394,Manufacturing,715
CUST-02395,IT & Enterprise Tech,711
CUST-02396,Healthcare,733
CUST-02397,Manufacturing,838
CUST-02398,Manufacturing,732
CUST-02399,Construction,612
CUST-02400,Construction,733
CUST-02401,Healthcare,699
CUST-02402,Manufacturing,669
CUST-02403,Healthcare,722
CUST-02404,Healthcare,702
CUST-02405,Logistics & Fleet,695
CUST-02406,Construction,703
CUST-02407,Healthcare,633
CUST-02408,Manufacturing,756
CUST-02409,IT & Enterprise Tech,701
CUST-02410,Construction,727
CUST-02411,Logistics & Fleet,653
CUST-02412,Manufacturing,637
CUST-02413,Construction,685
CUST-02414,Manufacturing,708
CUST-02415,Construction,683
CUST-02416,IT & Enterprise Tech,715
CUST-02417,Healthcare,570
CUST-02418,Manufacturing,840
CUST-02419,Manufacturing,660
CUST-02420,Healthcare,634
CUST-02421,Manufacturing,784
CUST-02422,Manufacturing,634
CUST-02423,Logistics & Fleet,723
CUST-02424,Construction,634
CUST-02425,Healthcare,690
CUST-02426,IT & Enterprise Tech,691
CUST-02427,Manufacturing,661
CUST-02428,IT & Enterprise Tech,766
CUST-02429,Healthcare,802
CUST-02430,IT & Enterprise Tech,660
CUST-02431,Construction,718
CUST-02432,Logistics & Fleet,624
CUST-02433,IT & Enterprise Tech,716
CUST-02434,Healthcare,763
CUST-02435,IT & Enterprise Tech,717
CUST-02436,Healthcare,673
CUST-02437,Healthcare,693
CUST-02438,Healthcare,678
CUST-02439,Construction,696
CUST-02440,Manufacturing,667
CUST-02441,Construction,721
CUST-02442,Construction,632
CUST-02443,Logistics & Fleet,550
CUST-02444,Logistics & Fleet,779
CUST-02445,Healthcare,706
CUST-02446,Healthcare,717
CUST-02447,Healthcare,661
CUST-02448,Manufacturing,682
CUST-02449,Manufacturing,640
CUST-02450,Healthcare,786
CUST-02451,Healthcare,677
CUST-02452,IT & Enterprise Tech,609
CUST-02453,Construction,753
CUST-02454,Healthcare,783
CUST-02455,Construction,698
CUST-02456,Manufacturing,808
CUST-02457,Healthcare,729
CUST-02458,Construction,701
CUST-02459,Construction,704
CUST-02460,Healthcare,742
CUST-02461,IT & Enterprise Tech,780
CUST-02462,IT & Enterprise Tech,743
CUST-02463,Construction,726
CUST-02464,Construction,714
CUST-02465,Construction,755
CUST-02466,Manufacturing,668
CUST-02467,Healthcare,611
CUST-02468,Manufacturing,722
CUST-02469,Construction,644
CUST-02470,Construction,612
CUST-02471,Manufacturing,815
CUST-02472,IT & Enterprise Tech,550
CUST-02473,IT & Enterprise Tech,750
CUST-02474,Logistics & Fleet,640
CUST-02475,Construction,657
CUST-02476,IT & Enterprise Tech,738
CUST-02477,Manufacturing,850
CUST-02478,Logistics & Fleet,755
CUST-02479,Manufacturing,643
CUST-02480,Logistics & Fleet,707
CUST-02481,Healthcare,691
CUST-02482,IT & Enterprise Tech,575
CUST-02483,IT & Enterprise Tech,713
CUST-02484,Manufacturing,666
CUST-02485,Construction,758
CUST-02486,IT & Enterprise Tech,689
CUST-02487,Construction,810
CUST-02488,IT & Enterprise Tech,732
CUST-02489,Construction,723
CUST-02490,Healthcare,837
CUST-02491,Healthcare,729
CUST-02492,Manufacturing,816
CUST-02493,Logistics & Fleet,636
CUST-02494,Healthcare,578
CUST-02495,Construction,724
CUST-02496,Construction,788
CUST-02497,Construction,635
CUST-02498,IT & Enterprise Tech,681
CUST-02499,IT & Enterprise Tech,601
CUST-02500,Healthcare,707
CUST-02501,Logistics & Fleet,709
CUST-02502,Logistics & Fleet,749
CUST-02503,Construction,677
CUST-02504,IT & Enterprise Tech,692
CUST-02505,Manufacturing,750
CUST-02506,Manufacturing,724
CUST-02507,IT & Enterprise Tech,736
CUST-02508,Healthcare,765
CUST-02509,Logistics & Fleet,757
CUST-02510,IT & Enterprise Tech,847
CUST-02511,Manufacturing,738
CUST-02512,IT & Enterprise Tech,739
CUST-02513,Healthcare,690
CUST-02514,Construction,714
CUST-02515,Construction,626
CUST-02516,IT & Enterprise Tech,669
CUST-02517,Manufacturing,783
CUST-02518,Construction,609
CUST-02519,Logistics & Fleet,800
CUST-02520,Logistics & Fleet,690
CUST-02521,Logistics & Fleet,650
CUST-02522,Manufacturing,692
CUST-02523,Healthcare,748
CUST-02524,Healthcare,715
CUST-02525,Logistics & Fleet,834
CUST-02526,Healthcare,738
CUST-02527,Manufacturing,743
CUST-02528,IT & Enterprise Tech,745
CUST-02529,Manufacturing,718
CUST-02530,IT & Enterprise Tech,694
